Lineage	Mean.Tree.Ratio	Mean.Total.Ratio	Mean.Total.Ratio.Var	Mean.Tree.Av.AD	Mean.Total.Av.AD	Mean.Sig
B.6.7	0	0.649114779222485	0.0171080339001913	0	11.6133333333333	0.514849172693207
B.1.108	0	0.612198197638714	0.030586491950787	0	5.41111111111111	0.338410931228244
B.1.22	0	0.698623635500712	0.0218319886093973	0	4	0.444444444444444
B.1.366	0	0.70417035625369	0.0346312075478742	0	4.23333333333333	0.358413610608089
B.1.525	0	0.637382464722979	0.0254494285977302	0	3.77777777777778	0.279722645019449
B.1.1.351	0	0.666064811101307	0.0346043459494971	0	9.25714285714286	0.386994996183149
B.1.359	0	0.689314409307859	0.0331953341614386	0	7.20458553791886	0.309692430036895
B.1.499	0	0.672891744812446	0.0198014979440253	0	4	0.380555555555555
B.1.362.1	0	0.741935483870968	0.0161290322580645	0	4	0.444444444444444
L.4	0	0.741935483870968	0.0645161290322581	0	13.6666666666667	0.471264367816092
B.1.137	0	0.687037037037037	0.0290123456790123	0	9.65	0.534466019417476
B.1.301	0	0.677139267025699	0.0308590994718677	0	6.15714285714286	0.299318633298801
B.1.239	0	0.664041149291278	0.0355511595069312	0	9.61571428571428	0.425903872187173
B.1.524	0	0.692380551647565	0.0274328523069305	0	7.2	0.410928044082497
K.2	0	0.685207675491863	0.0426888511051736	0	6.5	0.352777777777778
B.1.1.279	0	0.706824095939251	0.0363457887669584	0	4.8095238095238	0.277580772261623
D.3	0	0.739130434782609	0.0434782608695652	0	2	0.222222222222222
B.1.1.277	0	0.653204335111904	0.0384820442072289	0	9.06942706416391	0.421178862159584
B.1.428.1	0	0.738461538461539	0.0153846153846154	0	4	0.444444444444444
B.1.362.2	0	0.737704918032787	0.0163934426229508	0	4	0.444444444444444
C.16	0	0.684307988911224	0.0442803920882805	0	6.02456140350877	0.304610311404019
B.1.334	0	0.680981705149277	0.0260003992122185	0	6.9962962962963	0.280210663039792
B.1.12	0	0.702107128508294	0.0304231475635654	0	6.62051282051282	0.28070420376028
B.1.1.517	0	0.675438596491228	0.0350877192982456	0	2	0.222222222222222
B.1.177.21	0	0.638119548457431	0.0278862014508735	0	6.87384259259259	0.444366679157961
B.1.371	0	0.668001118241201	0.0343867704521645	0	8.76212121212121	0.460925961542638
B.1.201	0	0.72093476144109	0.0203505355404089	0	3.5	0.28386605783866
L.2	0	0.733333333333333	0.0333333333333333	0	2	0.222222222222222
B.1.1.326	0	0.683147942157953	0.0325942966932956	0	3.98214285714285	0.243899864910503
B.1.192	0	0.655170208354976	0.0261600479959764	0	6.63	0.306768666743077
B.1.1.416	0	0.699186991869919	0.0372107567229518	0	4.5	0.33451536643026
B.1.526	0	0.687476566719066	0.0351205179801343	0	7.17449275362319	0.400355255687165
B.1.40	0	0.677212319330464	0.0273663062071116	0	6.7537037037037	0.284162481314943
B.1.1.521	0	0.673287343749932	0.0298010636534398	0	7.16145431145431	0.371211928837527
B.1.1.487	0	0.669969124524524	0.0347324092082247	0	7.93856053856054	0.392433690491757
B.1.1.52	0	0.688375394464388	0.0407085740809394	0	4.97435897435897	0.288633461047254
B.1.576	0	0.66496081795111	0.0341745935625834	0	8.28819900351643	0.412810955985067
